,Concerning,Text,Title,URL
0,south+sudan,"South Sudan's former military chief, Paul Malong, on Tuesday announced the formation of a new opposition party to challenge President Salva Kiir.

Malong said the South Sudan United Front (SS-UF) was founded to ""arrest the carnage"" of South Sudan's ongoing civil war.

In a statement, the former ally of Kiir accused the president of plundering the country ""with reckless impunity.""

A new player in the upcoming peace talks

Malong said he wants the new party to participate in peace talks, which are due to take place later this month in Addis Ababa, Ethiopia.

""For these talks to yield a long-lasting solution to South Sudan, we must discuss the root causes of the conflict,"" Malong said. ""This is the only way we will achieve peace for posterity.""

Malong also said Kiir should ""not be entrusted with midwifing"" any agreement from the talks.

The new party is the 14th opposition group which plans to participate in the peace talks. Ahmed Soliman, a research associate with the Africa Program at Chatham House, told DW that Malong will likely play a significant role in the discussions.

""Given that he has backing and he has support, he is clearly going to be one of the actors that has to be looked at as part of an overarching deal,"" he said.

Former South Sudanese military chief, Paul Malong, and President Salva Kiir were once allies and are both members of the ethnic Dinka community

Read more: Little progress two years after South Sudan peace deal

Military chief turned rebel

Malong was appointed military chief in January 2014 and attempted to stamp out the rebel group of former president Riek Machar.

He was dismissed from his position in May 2017 and placed under house arrest. He was later released for medical treatment and fled to neighboring Kenya. He never returned, prompting Kiir to declare him a rebel.

""Malong has confirmed what we have been saying from the day he left Juba,"" said presidential spokesman Ateny Wek Ateny. ""We have said time and time again Malong is a rebel. This is what he has been working for.""

Chatham House's Soliman believes Malong's latest move is indeed a form of rebellion against his former allies and is likely to draw plenty of support.

""As a military man he will have an armed backing, but we don't know what that armed backing will look like in terms of size, or in terms of those who join his group,"" he said, ""We know that they are an additional actor in an very fragmented and hostile conflict where active fighting is taking place. Malong's history would seem to suggest that he would have armed support and this won't simply be a political undertaking.""

South Sudan's government troops on patrol. Senior members of the government have been accused of serious human rights abuses during the civil war

As a member of the ethnic Dinka community — like Kiir — Malong continues to enjoy significant support. South Sudan's conflict has increasingly involved a variety of ethnic groups in the region, although it initially pitted the Dinka and Machar's Nuer against one another.

During his time as military chief, Malong was accused of controlling an ethnic militia known as ""Dot Ke Beny"" (Rescue the President) or ""Mathiang Anoor"" (Brown caterpillar), which carried out human rights abuses against civilians.

In September last year, the US Treasury Department accused Malong and other senior South Sudanese officials of ""destabilizing South Sudan"" and enforced sanctions on them.

A country at war

South Sudan has remained in a state of civil war since the end of 2013 after seceding from Sudan in 2011. Since the beginning of the conflict, more than four million inhabitants have fled and tens of thousands have been killed.

A ceasefire was signed on December 24, however it was broken only hours later. The most recent talks held in February failed to yield results.

General elections are planned for South Sudan in July.",South Sudan: Ex-army chief Paul Malong forms new party,http://www.dw.com/en/south-sudan-ex-army-chief-paul-malong-forms-new-party/a-43327719
1,south+sudan,"PEOPLE IN NEED IN 2017: 7.6 M

PEOPLE TARGETED IN 2017: 6.2 M

PEOPLE REACHED BY THE END OF 2017: 5.4 M

In 2017, South Sudan’s conflict was in its fourth year, with civilians continuing to bear the brunt of a crisis marked by displacement, hunger and disease. Nearly 4.3 million people – one in three South Sudanese – have been displaced, including more than 1.8 million who are internally displaced and about 2.5 million who are in neighbouring countries. About 700,000 people left South Sudan in 2017.

Major offensives in Jonglei and Upper Nile forced tens of thousands of people to flee fighting in Wau Shilluk, Tonga, Maiwut and Pagak. In Unity, the crisis was driven by both intensified clashes in Koch and Mayendit and food insecurity, which reached dire conditions. The Equatorias were hardest hit by conflict, with Yei, Lainya, Wonduruba, Kajo-keji, Magwi and Torit counties most affected. Hundreds of thousands of people fled to Uganda, where the population of South Sudanese refugees peaked at over one million in August.

Food insecurity and malnutrition in South Sudan reached record levels in 2017. In February, famine was declared in parts of Unity, meaning some 100,000 people faced starvation. Even though a concerted multi-sector response was able to halt the localized famile in Leer and Mayendit, some 4.9 million people were severely food insecure in South Sudan during that period. Diseases such as cholera, malaria, measles and kala-azar continued to spread in 2017. Cholera was most severe, with over 20,000 cases reported, including 436 related deaths.

Thirty aid workers were killed in 2017, making it the deadliest year for aid workers on record. At least 1,159 humanitarian access incidents were reported, the highest number of incidents in a year, representing a significant increase, compared to 908 in 2016 and 909 in 2015. Active hostilities impacted humanitarian operations, with 612 aid workers relocated in 54 incidents from multiple locations across the country.

Despite these challenges, aid agencies assisted over 5.4 million people in 2017. This included: more than 5.1 million people who received food assistance; over 2.8 million people vaccinated against communicable diseases; 2.8 million people who were helped to access clean water; 930,000 people assisted with vital non-food items; around 950,000 children and pregnant and lactating women treated for acute malnutrition; and 420,000 children facing crisis who were supported with access to education.

The 2017 Humanitarian Response Plan was 73 per cent funded, with US$1.2 billion received. Clusters with the most significant funding gaps included Health, Protection, and Emergency Shelter and Non-food Items.",2017 South Sudan Humanitarian Response in Review,https://reliefweb.int/report/south-sudan/2017-south-sudan-humanitarian-response-review
2,south+sudan,"The two aid workers have been killed in separate attacks over the weekend in civil war-torn South Sudan, the United Nations said on Tuesday.

A statement says armed men shot at a ""clearly marked"" aid vehicle near Bentiu town in Unity state, killing a local worker with the Hope Restoration organisation. And a local worker with the UNIDO organisation was killed near Leer town in Unity state.

They are the first two aid workers to be killed this year in South Sudan, which is one of the world's most dangerous places for aid workers. At least 98 have been killed since the fighting began in December 2013, most of them local workers.

The UN also says seven local workers with the SSUHA aid organisation were abducted March 25 by opposition forces while delivering health supplies in Morobo county in Central Equatoria. The UN is demanding their unconditional release.

The opposition says the aid workers weren't abducted but were taken because they didn't have ""proper clearance.""

""Our investigation says some of them are government agents,"" opposition spokesperson Lam Paul Gabriel told The Associated Press. He said they were trying to ""clear the case"" so the workers can be released.

In November, President Salva Kiir ordered unimpeded access for aid organisations throughout the country but attacks have persisted.

Rights groups have called on all sides in the conflict to protect civilians and aid workers.

""The brutal killing and abductions of aid workers are possible war crimes and should not be tolerated,"" Jehanne Henry, senior researcher for Human Rights Watch, told the AP.

* Sign up to News24's top Africa news in your inbox: SUBSCRIBE TO THE HELLO AFRICA NEWSLETTER

FOLLOW News24 Africa on Twitter and Facebook.",UN says 2 local humanitarian workers killed in South Sudan,https://www.news24.com/Africa/News/un-says-2-local-humanitarian-workers-killed-in-south-sudan-20180410
3,south+sudan,"The former head of the South Sudan army, the Sudan People's Liberation Army (SPLA), has formed a new rebel group known as the South Sudan United Front (SSUF).

General Paul Malong Awan released a statement Monday outlining the objectives of his new group, which he said will fight ""systemic corruption, stop ongoing carnage, steer the country [South Sudan] toward democracy, justice, equality and freedom.""

Awan also pledged to respect the cessation of hostilities agreement signed in December last year by the various warring parties and he urged the regional bloc, Intergovernmental Authority on Development (IGAD), to allow his new group to be part of the high-level revitalization forum meeting scheduled April 26 in Addis Ababa, Ethiopia.

A spokesman of the South Sudan United Front, Sunday De John, told VOA's ""South Sudan in Focus"" program Monday from Nairobi, Kenya, that the new group will work toward achieving peace in South Sudan.

""The real change that would be impacted on the lives of people [in South Sudan] through good governance and the rule of law. The current state of South Sudan is not commensurate with the principles on which South Sudanese went to the bush to [fight] for 21 years.'' John said.

South Sudan Information Minister and government spokesman Michael Makuei declined to comment Monday. He scheduled an interview with VOA on Tuesday.

Sanctions

The European Union imposed sanctions in February on Awan and three current South Sudanese officials implicated in human rights violations and obstructions of their country's peace process.

John said the sanctions imposed on Awan by the U.S. Treasury Department and the European Union are not justified. He said the former chief of staff was carrying out orders from President Salva Kiir, who is the commander in chief of the South Sudan army.

Awan had been a longtime governor of Northern Bahr el Ghazal before he was appointed chief of general staff of the Sudan People's Liberation Army by Kiir. His appointment followed mass resignations by senior generals who claimed the SPLA was involved in ethnic cleansing and war crimes.

Awan was fired by Kiir in May 2017, and attempted to return to his hometown of Aweil. However, his convoy was intercepted at Yirol. He was persuaded by the elders in Yirol to return to Juba to talk with Kiir, and was placed under house arrest there.

The former army chief was released in November 2017 to seek medical treatment in Kenya after one of his wives and community leaders pleaded for his release.

Rebel groups

Awan's statement expressed interest in joining various rebel groups that have been meeting at the Ethiopia capital in an effort to end the conflict in South Sudan.

""It is not an opportunistic move. It is the comprehensive peace that is desired by South Sudanese,'' John said.

It is not immediately clear how many people have joined Awan's new rebel group. John said the size and the structure of the forces of South Sudan United Front will remain a secret.

The conflict has devastated the country, causing a humanitarian, political and economic crisis. More than 1.5 million people are on the brink of famine — twice as many as the same time last year. More than 4 million people, or a third of South Sudan's population, have fled their homes, causing Africa's largest refugee crisis.

Close to a dozen of armed and unarmed opposition groups have rebelled against the Kiir administration.",South Sudan's Former Strongman Forms a Rebel Group,https://www.voanews.com/a/south-sudan-former-strongman-forms-rebel-group/4339303.html
4,south+sudan,"South Sudan's President Salva Kiir, center, is accompanied by Paul Malong, right, in the capital Juba, South Sudan, on July 9, 2015.

A rebellion by South Sudan’s former army chief signals a further escalation in the more than four-year civil war, complicating peace talks just as Africa’s youngest nation faces a looming famine.

The announcement by Paul Malong, who led President Salva Kiir’s forces before being fired last year, adds yet another armed group to a conflict that’s claimed tens of thousands of lives, has been marked by widespread atrocities and caused Africa’s largest refugee crisis since it erupted in December 2013.

Women exchange distributed food in Bentiu, South Sudan, on Feb. 15, 2018. Photographer: STEFANIE GLINSKI/AFP

Malong’s rebellion comes amid “what is already a boiling situation in the country,” said Augustino Ting Mayai, director of research at the Sudd Institute, a think tank in the capital, Juba. “He has added fuel to the current crisis.”

Malong, who moved to neighboring Kenya after his dismissal, was among three current or former South Sudanese officials sanctioned by the U.S. in September for their alleged roles in destabilizing the country. The army he controlled has been repeatedly accused by the United Nations of atrocities including the rape and killings of civilians.

His insurgent group, the South Sudan United Front, on Monday decried “systematic corruption which has devastated the lives of all citizens on a daily basis.”

Economic Chaos

A slump in oil production and lower global prices has caused economic chaos in South Sudan, which depends on crude for almost all its revenue. Some areas of the country are on the brink of famine and two-thirds of the 12 million population may face food shortages by May.

Peace talks are due to resume in Ethiopia on April 26 between the government and nine opposition groups, not including Malong’s. The negotiations seek to revive a 2015 agreement that shattered in mid-2016 weeks afters its enactment, ushering in more violence and fresh rebellions in the southern Equatoria region.

Malong in his statement didn’t say how many fighters he commands. Presidential spokesman Ateny Wek Ateny said by phone that Malong’s declaration was “overdue” and the ex-army chief had “never worked on anything good for the country.”

“If he is going to fight South Sudan, he should understand that the same people that he was using to fight the rebels are the same people who will fight him,” Ateny said.

Analyst Mayai said that although Malong may find it difficult to muster large-scale support because of South Sudan’s ethnic divisions, any rebellion he does organize is likely to extend the conflict.

It “is going to be tough for him in terms of human resources to wage a full-scale war,” Mayai said by phone.",Ex-Army Chief's Rebellion Adds Fuel to Fire in South Sudan's War,https://www.bloomberg.com/news/articles/2018-04-10/ex-army-chief-s-rebellion-adds-fuel-to-fire-in-south-sudan-s-war
5,south+sudan,"South Sudan's former army chief, Paul Malong, recently formed his rebel group, the South Sudan United Front, as a result of political ambition, a government spokesman told VOA News on Tuesday.

""We have been monitoring his activities in Nairobi,"" spokesman Michael Makuei told South Sudan in Focus. ""He had started recruitment, and he went to Khartoum, where he also did recruitment. Some of his followers here followed him, and according to our sources he has now declared his movement to overthrow the government and is charging the government with atrocities and corruption.""

Malong, once one of President Salva Kiir's closest allies, was fired by Kiir in May 2017 and placed under house arrest in Juba. In November, he was granted permission to leave the country on medical grounds. He now lives in Nairobi.

Makuei said Malong was removed from his post because he was planning to stage a coup against Kiir. He said Malong had formed his new movement because of personal grudges against the Kiir administration.

""It was observed that he had suspicious activities that would lead to something like what he has declared now. He wanted to make a coup, but the government moved faster than him and he was released,"" Makuei told VOA.

Malong's spokesman told South Sudan in Focus on Monday that the former army chief had founded the South Sudan United Front to end what he called ""the suffering of the South Sudanese people and to restore democracy and the rule of law.""

'Nest' of corruption

In a statement Monday, Malong said: ""The country has become a nest for systematic corruption, which has devastated the lives of all citizens on a daily basis."" He cited nepotism, ongoing conflict, poor health care and a collapsed economy as evidence that Kiir had failed.

Makuei accused Malong of similar wrongdoing, saying he had presided over widespread atrocities as army chief.

""He is actually at the top of the corruption. He is at the top of atrocities ever committed, because all that he did during his time as chief of general staff were atrocities that were beyond anything. He has destroyed the army through corruption,"" said Makuei.

Makuei said the Kiir administration would not reach out to Malong and strongly warned him against mounting attacks on government positions. He advised Malong to the join the opposition during the next and final phase of peace talks known as the High Level Revitalization Forum, scheduled to take place at the end of April in Addis Ababa.

Malong said in his statement that his group would sign the Cessation of Hostilities agreement, which the government and various armed groups signed in December. He also asked the Intergovernmental Authority on Development (IGAD), which is serving as mediator for the talks, to include his group in the opposition coalition that will negotiate with the government in Addis Ababa.",S. Sudan: 'Political Ambition' Behind Ex-Army Chief's New Rebel Group,https://www.voanews.com/a/south-sudan-former-army-chief-rebel-group-stems-from-political-ambition/4341194.html
6,south+sudan,"In South Sudan, the causes of famine run deeper than just food shortage. Since gaining independence from its northern neighbor in 2011, South Sudan has seen its long-sought peace dissolve rapidly into bitter conflict, turning the world’s youngest country into one of its most unstable. The conflict has thrown South Sudan’s already-fragile institutions into disarray and left much of the nation fearing for its safety, as government and opposition forces clash across the country. In this climate, food has become increasingly scarce. Crops are looted, roads are destroyed, and government forces continue to block food shipments to opposition-controlled regions.

Though it is clear that war has limited peoples’ access to food, social issues help fuel the acute hunger in South Sudan and perpetuate the cycle of famine and violence: polygyny—one man marrying multiple women—and forced marriages. With more than 4.8 million people in South Sudan facing food insecurity—almost half the country’s population—many families have turned to dowry payments to put food on the table. With hunger now gripping much of the country, activists report that South Sudanese families are coming under increased pressure to force young women and girls into marriage in order to obtain cattle, which serve as a source of food, financial security, and social status. For many young South Sudanese women and girls, marriage is not a choice but a tragic obligation.

The issue of forced marriages is as much linked to hunger and violence as it is to the unequal and abusive treatment of women. In South Sudan, the practice of polygyny is both legal and widespread. Girls as young as 12 years old are pushed into marriages with men many years older, many of whom meet dowry demands by marrying off women in their own family. Educated women are viewed as arrogant, disrespectful, and promiscuous, so families usually attempt to marry their daughters before they have even completed school in order to maximize the dowry they receive. Unsurprisingly, these practices cause women to suffer physical and emotional abuse: Child brides can suffer acutely from the trauma of separation from their families and the expectation to engage in a sexual relationship before they are willing. Famine has not so much created these problems as it has further skewed marriage incentives, adding fuel to an already raging fire.

In addition to threatening the well being of young women in South Sudan, polygyny also perpetuates civil conflict in the region. Polygyny inevitably creates a class of unmarried, usually poorer, men. Constrained by their socioeconomic status and unable to find wives, these men are pushed out of their home communities. With the promises of a bride and heightened social status, joining the armies of the civil war’s opposing factions becomes increasingly appealing. At times, it may seem like the only way for a young man to escape polygyny’s underclass.

International interventions in this civil war have consisted of humanitarian responses, as well as diplomatic and economic pressure. A recent arms embargo imposed by the United States joins other targeted sanctions, but with Russian and Chinese resistance on the Security Council, there is little hope for significant UN pressure on South Sudan. Humanitarian assistance, specifically food aid, remains the most effective international tool in alleviating the effects of the conflict. The United States has allocated over a billion dollars towards food aid—over $500 million in 2017 alone—which, along with contributions from other countries, comprises the single largest sector of international humanitarian spending on South Sudan.

Although food aid helps to alleviate food insecurity in the short term, it fails to address the underlying economics of forced marriages that contribute to the problem. A systemic imbalance in the marriage market created by polygynous marriages will continue to pull young girls out of schools and force young men into a future of instability and violence. Thus, while remaining an important immediate response to South Sudan’s humanitarian crisis, food aid falls short of creating the meaningful social stability required for peace and prosperity in the country.

The key to a long-lasting solution is education. Families who rely on their daughters’ dowries for security see education as a threat, so they treat educated young women as economic objects. It is imperative for families to look toward education rather than away from it. Having a more educated female population generally leads to later marriages, lower fertility rates, lower maternal and infant mortality rates, and greater social mobility. Through education, daughters can become valuable workers who contribute to their families using their skillsets rather than through just the value of their marriage.

Challenging cultural norms requires significant commitment of time and effort, but change is both possible and necessary. A unique opportunity to achieve this shift lies in pairing food aid with education; by doing so, the international community can implement targeted interventions, as aid workers decide how and where to distribute food. Policy makers can draw inspiration from publicly and privately funded Food for Education programs, such as the US Department of Agriculture’s McGovern-Dole Program, which incentivize school attendance by providing school meals along with training to teachers and other support activities. These successes illustrate a potential plan for a similar program which boosts girls’ education, challenges the practice of forced marriages, and serves as the first step toward finding a long-term solution to South Sudan’s food shortage crisis.

The situation in South Sudan is dire: The vicious cycle of the country’s civil war and its polygynous traditions have led to ever-deepening hunger and violence. Both a cause and a consequence of South Sudanese force marriage practices, the current food crisis calls for a re-evaluation of current aid efforts in the region. Food aid, though effective in the short-run, fails to offer a sustainable, long-term solution to forced marriages and the marginalization of women in South Sudanese society. True progress will only come when both the country’s immediate and deep-rooted issues are tackled in a way that acknowledges and addresses the indivisible link between the two. Photo",Milking Marriage: Forced Marriage and Famine in South Sudan,http://www.brownpoliticalreview.org/2018/04/milking-marriage-forced-marriage-famine-south-sudan/
7,south+sudan,"SITUATION OVERVIEW

In February 2018, population displacement was reported in Unity and Central Equatoria following clashes between government and opposition forces. From 16 to 17 February, fighting in Bauw, Koch County (Unity), led to civilian deaths, destruction of homes and displacement. Brief clashes were also reported in Leer town. In Central Equatoria, over 3,360 IDPs (653 households) were displaced from Makaia to Yei town, after fighting broke out.

During the same month, the Integrated Phase Classification (IPC) analysis estimated that in the worst case scenario, 6.3 million people, or 57 per cent of the population of South Sudan, would be severely food insecure from February to April 2018. In Eastern Equatoria, health partners reported suspected cases of meningitis, with 162 suspected cases and 30 deaths in Iyire and Imurok payams, Torit County. In February, South Sudan declared the end of its longest and largest cholera outbreak, with no new cases of cholera reported in over seven weeks. Since June 2016, over 20,000 suspected cholera cases and 436 deaths had been reported.

During February, aid agencies assisted over 1.4 million people out of the 6 million people targeted in 2018. This included: more than 1.2 million who received food assistance and emergency livelihoods; more than 382,000 who were provided with access to clean water; nearly 9,000 people assisted with vital non-food items, including blankets and mosquito nets; nearly 61,000 children and pregnant and lactating women provided with emergency nutritional assistance; nearly 216,000 children supported with access to education in emergencies; more than 153,000 people who received health care services; and nearly 60,000 people who received gender-based violence, child protection and mine awareness education services",South Sudan: Humanitarian Dashboard (as of 28 February 2018),https://reliefweb.int/report/south-sudan/south-sudan-humanitarian-dashboard-28-february-2018
8,south+sudan,"IOM, partners continue vaccination campaigns in South Sudan

In the coming days, IOM will begin the second round of an oral cholera vaccination campaign in Malakal and Wau, South Sudan. The first round in March reached over 60,400 people above one year of age.

Also, in March, IOM led an eight-day reactive measles vaccination campaign in Aweil East, reaching over 83,700 children following an outbreak that began in February. IOM’s health rapid response team worked in close partnership with the World Health Organization (WHO), the UN Children's Fund (UNICEF), the State Ministry of Health, the International Rescue Committee and other health agencies.

Measles is a highly contagious disease that can become life-threatening if complications, such as pneumonia, arise. The campaign, which involved over 117 teams of five people each, targeted children aged six to 59 months.

“Children are extremely vulnerable to outbreaks of measles and other contagious diseases, particularly in areas such as Aweil East where health conditions are further compromised by severe food insecurity and poor living conditions,” explained Derebe Tadesse, IOM Migration Health Officer. “The measles vaccine will save lives. With just one dose, 85 percent of children over nine months and 95 percent of children over twelve months of age are immune.”

Protracted displacement, access constraints and poor health and water and sanitation infrastructure have contributed to yearly cholera outbreaks in South Sudan since the crisis began in 2013; the longest lasted from June 2016 to February 2017, killing 436 people.

As a preventive measure, IOM completed the first round of several two-round oral cholera vaccination campaigns in Malakal and Wau, reaching approximately 24,300 and 36,100 individuals respectively in late March. The second-round campaigns are slated to begin in both locations in the coming days. The campaigns target both internally displaced persons within the Malakal and Wau protection of civilian sites and displaced and host communities in Malakal and Wau towns.

In 2017, IOM completed oral cholera vaccination campaigns in Unity, Warrap, and Eastern Equatoria, reaching more than 469,800 people with the vaccine.

As the country endures the fifth year of a humanitarian crisis, an estimated 5.1 million people are in need of emergency health care assistance. IOM teams work across the country, in displacement sites, remote locations, and host communities, to provide aid to the most vulnerable people affected by the conflict.

IOM’s health rapid response teams are supported through funding from the USAID Office of US Foreign Disaster Assistance and the Government of Japan.","IOM, partners continue vaccination campaigns in South Sudan",https://www.devdiscourse.com/Article/3583-iom-partners-continue-vaccination-campaigns-in-south-sudan
9,south+sudan,"Juba – In the coming days, IOM will begin the second round of an oral cholera vaccination campaign in Malakal and Wau, South Sudan. The first round in March reached over 60,400 people above one year of age.

Also, in March, IOM led an eight-day reactive measles vaccination campaign in Aweil East, reaching over 83,700 children following an outbreak that began in February. IOM’s health rapid response team worked in close partnership with the World Health Organization (WHO), the UN Children's Fund (UNICEF), the State Ministry of Health, the International Rescue Committee and other health agencies.

Measles is a highly contagious disease that can become life threatening if complications, such as pneumonia, arise. The campaign, which involved over 117 teams of five people each, targeted children aged six to 59 months.

“Children are extremely vulnerable to outbreaks of measles and other contagious diseases, particularly in areas such as Aweil East where health conditions are further compromised by severe food insecurity and poor living conditions,” explained Derebe Tadesse, IOM Migration Health Officer. “The measles vaccine will save lives. With just one dose, 85 per cent of children over nine months and 95 per cent of children over twelve months of age are immune.”

Protracted displacement, access constraints and poor health and water and sanitation infrastructure have contributed to yearly cholera outbreaks in South Sudan since the crisis began in 2013; the longest lasted from June 2016 to February 2017, killing 436 people.

As a preventive measure, IOM completed the first round of several two-round oral cholera vaccination campaigns in Malakal and Wau, reaching approximately 24,300 and 36,100 individuals respectively in late March. The second-round campaigns are slated to begin in both locations in the coming days. The campaigns target both internally displaced persons within the Malakal and Wau protection of civilian sites and displaced and host communities in Malakal and Wau towns.

In 2017, IOM completed oral cholera vaccination campaigns in Unity, Warrap and Eastern Equatoria, reaching more than 469,800 people with the vaccine.

As the country endures the fifth year of a humanitarian crisis, an estimated 5.1 million people are in need of emergency health care assistance. IOM teams work across the country, in displacement sites, remote locations and host communities, to provide aid to the most vulnerable people affected by the conflict.

IOM’s health rapid response teams are supported through funding from the USAID Office of US Foreign Disaster Assistance and the Government of Japan.

For more information, please contact Ashley McLaughlin at IOM South Sudan, Tel: +211 922 405 716, Email: amclaughlin@iom.int.","IOM, Partners Continue Vaccination Campaigns in South Sudan, Reach over 144,000 People in March",https://reliefweb.int/report/south-sudan/iom-partners-continue-vaccination-campaigns-south-sudan-reach-over-144000-people
